precio,ubicacion,titulo,caracteristicas,area,dormitorios,banos,fecha_publicacion,url,website,search_term,scrape_timestamp,Ciudad,Tipo,Inmueble,Pagina,Fecha_Publicacion
"S/ 2,329,800 · USD 660,000 S/ 980 Mantenimiento","Monte Carlo al 200 Chacarilla Del Estanque, Santiago de Surco","Chacarilla Del Estanque, Santiago de Surco",50,474 m² tot.,,,Publicado hoy,"Venta de Penthouse Dúplex frente a parque en calle Monte Carlo 240 – Santiago de SurcoDescubre este exclusivo Penthouse dúplex en un edificio moderno de solo 4 pisos, con ascensor directo al departamento, ubicado en una de las zonas más residenciales y bien conectadas de Santiago de surco. area total 474. 54 M2Área construida: 421. 32 m² distribuidos en dos nivelesPrimer nivel (4to piso) – Área: 237. 27 m²Amplia y luminosa sala-comedor con balcón. Cocina amplia y iluminada con comedor de diario amplio. 03 habitaciones: La habitación principal amplia con walk-in closet, baño privado y jacuzzi. La habitación secundaria 1 iluminada. Baño completo. La habitación secundaria 2 con baño completo incorporado y walk in closet. Sala de estar 1 bastante amplia y iluminada. Sala de estar 2 iluminada. Excelente distribución y acabados de calidad. Segundo nivel (5to piso) – Área: 184. 05 m²Una habitación adicional ideal como dormitorio, oficina o sala de entretenimiento, con baño completo incorporado. Una sala social amplia y iluminada. Lavandería iluminada con patio bastante amplio. 01 habitación y baño completo de servicio. Gran terraza privada, perfecta para reuniones sociales, parrillas o zona de descanso. Edificio con solo 4 pisos, ideal para quienes buscan privacidad y tranquilidad. 02 estacionamientos paralelos, cada uno de 13 m2. 01 deposito de 5. 29 m2. Ubicación privilegiada ubicado en la calle Monte Carlo 240 frente a parque, este Pent-house ofrece cercanía a una amplia variedad de servicios: A pocos minutos del centro comercial Caminos del Inca. Rodeado de reconocidos restaurantes y cafeterías. Cerca de colegios como Santa María Marianistas, San José de Cluny y Santa Rita de Casia. Acceso rápido a universidades como Ricardo Palma, esan y upc. Próximo a supermercados (Plaza Vea, Wong, Tottus), minimarkets, boticas, panaderías y más. Excelente conectividad con avenidas principales como Av. Higuereta, Av. Benavides y Av. Caminos del Inca. Ideal para familias que buscan un espacio amplio, moderno y bien ubicado, en una zona residencial con todos los servicios al alcance. Agenda tu visita y vive el confort de un Penthouse en el corazón de Surco. pj-Ver datos-mvcs",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hoy
"S/ 308,000 · USD 88,000","Jirón Napo 915 Breña, Lima","Breña, Lima",18,61 m² tot.,,,Publicado hace 3 días,"Oportunidad: Departamento en Venta – Zona Segura y Residencial en BreñaUbicado cerca al Parque, a 5 minutos de la Rambla Brasil, Cerca de colegios- Área: 61. 70 m²- Piso 3 con ascensor- 3 habitaciones con closet (habitación principal con patio interno) - 1 baños completos- Sala comedor amplia- Cocina con muebles altos y bajos- Zona de lavandería amplia- Terma de con Gas Calidda- Mantenimiento: S/ 300 aprox. Soles Incluye agua- Luz independiente- gas Independiente- Áreas Comunes- Zona de Parrillas- Sala de eventosContáctame para agendar una visita! T. C. 3. 50Tipo de cambio referencial, sujeto a variación diaria por fluctuación del mercado",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 3 días
"S/ 476,000 · USD 140,000","Calle Chinchaysuyo al 300 Maranga Etapa V, San Miguel","Maranga Etapa V, San Miguel",10,127 m² tot.,,,Publicado hace 2 días,"Se vende amplio y luminoso departamento ubicado en la cuadra 3 de Chinchaysuyo, en el distrito de San Miguel. La propiedad cuenta con 127 m² bien distribuidos y una agradable vista externa. Consta de una cómoda sala comedor, cocina con área de lavandería, tres dormitorios, dos baños completos (uno de ellos en la habitación principal), medio baños de visita y acceso mediante escaleras, ya que se encuentra en el tercer piso sin ascensor. El departamento no incluye cochera. Su excelente ubicación permite disfrutar de una zona tranquila y a la vez cercana a todo: a pocos minutos del Parque de las Leyendas, Plaza San Miguel, universidades como la pucp y upc, colegios, supermercados y avenidas principales como la Av. La Marina y Av. Universitaria. Precio de venta: us$ 149, 000",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 2 días
"S/ 499,056 · USD 148,000 S/ 300 Mantenimiento","los alamos de monterrico Los Alamos De Monterrico, Santiago de Surco","Los Alamos De Monterrico, Santiago de Surco",18,100 m² tot.,,,Publicado hoy,"¡Asegure su Espacio en un Condominio Exclusivo con Opción de Personalización! Ubicación Premium: Situado en un Condominio Residencial dentro de la codiciada y segura zona de Los Álamos de Monterrico. Entorno tranquilo, con fácil acceso a avenidas principales, comercios y servicios. Detalles del Departamento: La propiedad es ideal para quienes buscan una base sólida con la posibilidad de añadir su toque personal. Dormitorios: Tres (3) dormitorios. Áreas Sociales: Sala–Comedor y Cocina recién Remodelada. Comodidades: Incluye 1 Cochera techada. Potencial de Valorización: Este departamento es perfecto para aplicar una inversión inteligente. Los dos (2) baños se encuentran en condición de ser completados, permitiéndole personalizar detalles, modernizar áreas y, consecuentemente, revalorizar la inversión final. Beneficios del Condominio: Disfrute de la tranquilidad y seguridad de un entorno controlado, haciendo de esta una excelente opción para familias. La oportunidad de crear su hogar ideal en Monterrico, con un presupuesto que permite mejoras. Contáctenos para visitar y proyectar la casa de sus sueños. Gestiona: exploria grupo inmobiliario. . . Cod 2504",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hoy
"S/ 268,000 · USD 80,000 S/ 100 Mantenimiento","Jiron Viña Venturo 2xx - Vendo Dpto 3dorm Cerca a la av Guardia Civil Santiago de Surco, Lima","Santiago de Surco, Lima",11,78 m² tot.,,,Publicado hace 2 días,"Departamento en venta bien distribuido 3 piso sin ascensor Área: 78. 23 m²Ubicación: Surco – cerca de Av. Guardia Civil y Av. El Sol 3 amplios dormitorios con buena iluminación natural. 2 baños completos en excelente estado. Sala-comedor espaciosa y bien ventilada. Cocina funcional con lavandería integrada. Además, se encuentra cerca de parques, colegios, tiendas y transporte público, ideal para familias que buscan comodidad y buena ubicación. Precio: $80, 000 dólaresT. C referencialVisitas previa coordinación",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 2 días
"S/ 618,000 · USD 182,000 S/ 240 Mantenimiento","Calle San Borja, Lima","San Borja, Lima",21,113 m² tot.,,,Publicado hace 5 días,"Vendo exclusivo departamento ventilado y espacioso de 113m2. Calle 10, San Borja. 3 dormitorios amplios. 1 cuarto de servicio con baño. Sala amplia. Balcón con vista a la calle. Zona segura. Mantenimiento incluye agua 240 aprox. 2 cocheras (paralelo) 2 piso s/ascensor. Si buscas seguridad, esta es tu oportunidad. Zona cerca de avenidas Principales. A media cuadra de un parque. Buena iluminación y ventilación. Precio $182, 000 mil dólares.",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 5 días
"S/ 397,000 · USD 118,000","Islas DE SAN Pedro, Lurin Lurín, Lima","Lurín, Lima",22,109 m² tot.,,,Publicado hace 3 días,"Oportunidad única! ¡Venta por viaje! Departamento de 109m2 en Condominio privado con hermosas áreas verdes y club house para eventos! Sala comedor con balcón, 3 dormitorios (principal con walking closet y baño) vista a Laguna Cocina equipada, lavandería, depósito y estacionamientoClub house para eventos privados, piscina, gym, laguna y cancha de futbito. Guardianía y seguridad 24x7Documentación inscrito e independizado ¡Apto para credito hipotecario! informes: 9. 4. 6. 1. 5. 4. 2. 4. 3. R. U. C Ver datos",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 3 días
"S/ 445,830 · USD 132,000","JR Doña Delmira, Surco Santiago de Surco, Lima","Santiago de Surco, Lima",21,90 m² tot.,,,Publicado hace 2 días,"Departamento remodelado de 90 m² en Surco, ubicado en piso 4 (sin ascensor). La propiedad cuenta con vista externa y una excelente iluminación natural. Se encuentra en una zona estratégica, con fácil acceso a la Vía Expresa Sur, Av. Ayacucho, Av. Marsano, supermercados, colegios, universidades y estación del Metropolitano. Características del inmueble: Área total: 90 m²Totalmente remodelado con acabados A1Vista externaSala comedor con ventanales ampliosCocina abierta tipo americana con barra, reposteros altos y bajos, encimera y campana3 dormitorios (el principal con espacio para cama Queen y baño incorporado) 2 baños completosLavandería independiente y funcional con termaAntigüedad: 19 añosNo cuenta con cochera, pero en el edificio alquilan estacionamientosMantenimiento: S/ 100Sin hipotecas ni cargas, listo para habitar",urbania,Lima_venta_departamento_p8,2025-11-22 23:49:40.716763,Lima,venta,departamento,8,Publicado hace 2 días
"S/ 475,000 S/ 380 Mantenimiento","Jr. Batallón Callao Sur 545 Santiago de Surco, Lima","Santiago de Surco, Lima",16,94 m² tot.,,,Publicado hace 5 días,"&quot;Departamento en 3er. Piso sin ascensor, en muy buena ubicación, a 2 cuadras de la Av. Benavides, entre las avenidas Velasco Astete, Las Nazarenas, cerca del Centro Comercial El TrigalEdificio de solo 3 pisos, 5 departamentos en totalTiene 94. 40 m2, sala comedor con vista externaCocina con reposteros altos y bajos, área de lavandería, cuarto con baño de servicio2 dormitorios con closets1 baño completo para compartirEn el precio está incluida una cochera",urbania,Lima_venta_departamento_p9,2025-11-22 23:51:10.521829,Lima,venta,departamento,9,Publicado hace 5 días
"S/ 3,564,000 · USD 990,000","Hermano Lobo SAN Borja Chacarilla Del Estanque, San Borja","Chacarilla Del Estanque, San Borja",27,490 m² tot.,,,Publicado hoy,"Dúplex en Venta en Chacarilla del Estanque – Frente a ParqueExclusivo dúplex ubicado en una de las zonas más tranquilas y residenciales de Chacarilla del Estanque, con una vista privilegiada frente a un parque. Rodeado de colegios, universidades y centros comerciales, este inmueble ofrece comodidad, privacidad y una excelente ubicación. Características del Departamento: Área social – Primer Nivel: Amplia sala comedor con salida a terraza con vista al parque. Baño de visitas. Sala de estar independiente. Cocina con comedor de diario. Tres dormitorios, cada uno con baño incorporado. Escritorio. Depósito. Área privada – Segundo Nivel: Dormitorio principal con walk-in closet y baño incorporado. Sala de estar con acceso a una gran terraza privada. Terraza adicional, techada y equipada con zona de parrilla. Lavandería. Cuarto y baño de servicioExtras: Tres cocheras paralelas. Depósito adicional amplio. Acceso directo por ascensor a ambos niveles del departamento. Este departamento combina funcionalidad, amplitud y una distribución ideal para familias que buscan confort y seguridad en una zona residencial exclusiva. Contáctanos para agendar una visita y conocer tu próximo hogar. pj-Ver datos-mvcs",urbania,Lima_venta_departamento_p9,2025-11-22 23:51:10.521829,Lima,venta,departamento,9,Publicado hoy
"S/ 1,016,600 · USD 299,000 S/ 940 Mantenimiento","Av. José Pardo 1520 Miraflores, Lima","Miraflores, Lima",17,127 m² tot.,,,Publicado hace 2 días,"Encantador departamento remodelado en el corazón de Miraflores, ubicado en Av. José Pardo 1520. Departamento en esquina con vista A la ciudad, todos los ambientes muy ventilados con luz natural y techos altos, en zona residencial y céntrica. Listo para ocupar!! Piso 8. 127 m² Sala comedor. Estar familiar. Baño de visitas. Cocina cerrada. Lavandería. Área de servicio completa. Dormitorio principal amplio con closet y baño incorporado. 2 Dormitorios secundarios de buen tamaño. 1 Baño completo compartido. Estacionamiento para 2 vehículos. edificio residencial de 9 pisos, 2 dptos. X piso, 14 dptos en total, aceptan mascota. Mantenimiento S/. 940 soles/ ascensor directo/ Cisterna y tanque de agua. Cerca comercios, universidades, restaurantes, colegios, parques Y acceso avs. Principales. Venta: us$ 299, 000 dólares. Documentación en regla, citas programadas.",urbania,Lima_venta_departamento_p9,2025-11-22 23:51:10.521829,Lima,venta,departamento,9,Publicado hace 2 días
"S/ 266,000 · USD 79,000 S/ 80 Mantenimiento","Antonio DE LA Haza 200 Dpto 301 - Chorrillos Chorrillos, Lima","Chorrillos, Lima",25,99 m² tot.,,,Publicado hace 3 días,"Venta de Departamento en Chorrillos | 99. 65 m²Se ofrece en venta un cómodo y bien distribuido departamento de 99. 65 m², ubicado en el piso de un edificio familiar en una zona estratégica de Chorrillos. Características del inmueble: 3 dormitorios amplios2 baños completosSala – comedor con buena iluminación naturalCocina funcionalUbicado en el tercer piso (sin ascensor) Mantenimiento: S/ 70 aprox. Ubicación privilegiada: A pasos de un parqueAl costado de la Asistencia PúblicaCerca de comercios, servicios y transporteIdeal para familias que buscan comodidad, una distribución práctica y una zona tranquila con fácil acceso a todo.",urbania,Lima_venta_departamento_p9,2025-11-22 23:51:10.521829,Lima,venta,departamento,9,Publicado hace 3 días
"S/ 590,000","Santa Catalina Santa Catalina, La Victoria","Santa Catalina, La Victoria",19,92 m² tot.,,,Publicado hoy,"Venta de departamento de estreno en santa catalina – no paga alcabalatu nuevo hogar te espera en un moderno edificio de solo 6 pisos y 22 departamentos, diseñado para brindarte comodidad, seguridad y cercanía a todo lo que necesitas. Características del departamento: Área total: 92. 13 m². Piso 5. Vista interna. 3 habitaciones con closets. Cocina americana con tablero de granito y lavadero de acero inoxidable. Baño principal con muebles integrados. Detalles del edificio: 02 sótanos, gas natural para therma y cocina, Lobby de ingreso, zona de parrillas y estacionamiento para bicicletas. Ascensor para 6 personas. Silla salva escaleras para personas con discapacidad. Plataforma monta vehículos para el ingreso al estacionamiento. Sistema de extracción de monóxido en sótanos con jet fans. Puerta de garaje seccional con acabado imitación madera. Medidores independientes de gas natural y agua. Seguridad y prevención: Circuito cerrado de tv con cámaras en lobby y exteriores. Central de alarma contra incendios en el 1er piso. Escaleras de emergencia con ventilación mecánica y puertas cortafuego. Gabinetes contra incendio. Ubicación estratégica: Cerca a: Edificio Interbank, Parroquia y Colegio San Norberto, Huaca Santa Catalina, Plaza Santa Catalina, Cruz del Sur, Metro de Canadá, Sodimac Javier Prado, Parque Scout, Parque Krumdieck y Colegio San Agustín. Un espacio diseñado para crear experiencias, en el corazón de Santa Catalina. pj-Ver datos-mvcs",urbania,Lima_venta_departamento_p9,2025-11-22 23:51:10.521829,Lima,venta,departamento,9,Publicado hoy
